"genus","GH","ht.max"
"Elaeodendron","T1BE","12"
"Elaeoluma","T2BE","24"
"Elaphandra","H2F","0.6"
"Elaphoglossum","E.F","12"
"Elasis","H2F","0.6"
"Elatine","H1A","0.1"
"Electranthera","H2F","0.6"
"Elekmania","H2F","0.6"
"Eleocharis","H2GC","0.6"
"Elephantopus","H2F","0.7"
"Eleusine","H1GW","0.6"
"Eleutheranthera","H1F","0.6"
"Eleutherine","H2F","0.6"
"Eleutherococcus","S2BD","3"
"Elionurus","H2GW","0.6"
"Elleanthus","E.F","12"
"Elliottia","S2BD","1.5"
"Ellisia","H1F","0.6"
"Elmera","H2F","0.6"
"Elodea","H2A","0"
"Eloyella","H2F","0.6"
"Elsholtzia","H1F","0.6"
"Eltroplectris","H2F","0.6"
"Elvasia","T2BE","24"
"Elymus","H2GC","0.9"
"Elytraria","H2F","0.6"
"Elytrostachys","H2GC","0.6"
"Embelia","L.BE","12"
"Emilia","H1F","0.6"
"Emmenanthe","H1F","0.6"
"Emorya","S2BE","3"
"Empetrum","S1NE","0.3"
"Empusella","H2F","0.6"
"Enantiophylla","H2F","0.6"
"Encelia","S1BD","0.5"
"Enceliopsis","S1BD","0.3"
"Enchylaena","S1U","0.3"
"Encopella","H2F","0.6"
"Encyclia","E.F","12"
"Endlicheria","T2BE","24"
"Endotropis","S2BD","3"
"Enemion","H2F","0.6"
"Engelmannia","H2F","1"
"Enicostema","H2F","0.6"
"Enneapogon","H2GW","0.6"
"Enriquebeltrania","S2BE","3"
"Entada","S2BE","3"
"Enterolobium","T2BD","24"
"Enteropogon","H2GW","0.6"
"Enterosora","E.F","12"
"Entolasia","H2GC","0.6"
"Enydra","H2A","0"
"Eosanthe","H2F","0.6"
"Epaltes","H2F","0.6"
"Ephedra","S2ME","3.5"
"Epidendrum","E.F","12"
"Epidryos","E.F","12"
"Epifagus","H1Fi","0.6"
"Epigaea","S1BE","0.3"
"Epilobium","H2F","0.7"
"Epimedium","H2F","0.6"
"Epipactis","H2F","0.5"
"Epiphyllum","E.F","12"
"Epipremnum","L.BE","12"
"Episcia","H2F","0.6"
"Epistephium","H2F","0.6"
"Epithelantha","S1U","0.3"
"Epixiphium","H2FV","3"
"Equisetum","H.FE","0.8"
"Eragrostis","H2GW","0.6"
"Eranthemum","S2BE","3"
"Eranthis","H2F","0.6"
"Erato","H2F","0.6"
"Erblichia","T2BE","24"
"Erechtites","H1F","0.6"
"Eremalche","H1F","0.6"
"Eremocarya","H1F","0.6"
"Eremochloa","H2GW","0.3"
"Eremocrinum","H2F","0.6"
"Eremogeton","H2F","0.6"
"Eremogone","H2F","0.6"
"Eremopyrum","H1GC","0.6"
"Eremosis","S2P","3"
"Eremothera","H1F","0.6"
"Eremurus","H2F","0.6"
"Eriastrum","H1F","0.6"
"Erica","S1NE","0.3"
"Ericameria","S2MD","2.8"
"Erigenia","H2F","0.6"
"Erigeron","H2F","0.6"
"Eriobotrya","T2BE","24"
"Eriocaulon","H2GC","0.6"
"Eriochloa","H1GW","0.6"
"Eriochrysis","H2GW","0.6"
"Eriocoma","H2GC","0.6"
"Eriodictyon","S2BE","3"
"Eriogonum","H2F","0.6"
"Erioneuron","H2GW","0.6"
"Eriophorum","H2GC","0.6"
"Eriophyllum","H1F","0.6"
"Eriopsis","H2F","0.6"
"Eriosema","H2F","0.6"
"Eriosorus","H.FE","0.6"
"Erisma","T2BE","24"
"Erithalis","T1BE","12"
"Eritrichium","H2F","0.6"
"Ernodea","S2BE","3"
"Erodium","H1F","0.6"
"Errazurizia","S1BD","0.3"
"Ertela","T2BE","24"
"Eruca","H1F","0.6"
"Erucastrum","H1F","0.6"
"Erycina","E.F","12"
"Eryngium","H2F","0.6"
"Erysimum","H2F","0.6"
"Erythranthe","H1F","0.6"
"Erythrina","T1BD","12"
"Erythrochiton","T2BE","24"
"Erythronium","H2F","0.5"
"Erythrostemon","T2BD","20"
"Erythroxylum","T1BE","12"
"Escallonia","S2BE","3"
"Eschscholzia","H2F","0.4"
"Eschweilera","T2BE","24"
"Escobaria","S1U","0.3"
"Escobedia","H2F","0.6"
"Escontria","H2F","0.6"
"Esenbeckia","T1BE","12"
"Espadaea","H2F","0.6"
"Espejoa","H2F","0.6"
"Etlingera","H2F","0.6"
"Eubotrys","S2BD","3"
"Eubotrys","S2BE","3"
"Eubrachion","E.i","12"
"Eucalyptus","T2BES","41"
"Eucharis","H2F","0.6"
"Euchiton","H2F","0.6"
"Euchorium","H2F","0.6"
"Euclasta","H2GW","0.6"
"Euclidium","H1F","0.6"
"Eucnide","H2F","0.6"
"Eucodonia","H2F","0.6"
"Eucommia","T2BD","24"
"Eucrypta","H1F","0.6"
"Eudianthe","H1F","0.6"
"Eugenia","T1BE","12"
"Eulobus","H2F","0.6"
"Eulophia","H2F","0.6"
"Eumachia","T2BE","24"
"Euonymus","S2BD","4"
"Eupatoriastrum","H2F","0.6"
"Eupatorina","H2F","0.6"
"Eupatorium","H2F","0.6"
"Euphorbia","H2F","0.6"
"Euphrasia","H1Fi","0.6"
"Euphrosyne","H1F","0.6"
"Euploca","H2F","0.6"
"Eupodium","H.FE","0.6"
"Eurya","T1BE","12"
"Eurybia","H2F","0.8"
"Euryblema","H2F","0.6"
"Euryops","S1BE","0.3"
"Eurystyles","E.F","12"
"Eurytaenia","H1F","0.6"
"Eustachys","H2GW","0.6"
"Eustoma","H2F","0.6"
"Euterpe","T2P","24"
"Eutetras","S2F","3"
"Euthamia","H2F","0.9"
"Eutrema","H2F","0.6"
"Eutrochium","H2F","1.2"
"Evodianthus","S1P","0.3"
"Evolvulus","H2F","0.6"
"Exhalimolobos","H2F","0.6"
"Exocarpos","S2Bi","2.9"
"Exochorda","S2BD","3"
"Exostema","T1BE","12"
"Exothea","T1BE","15"
"Extriplex","H1F","0.6"
"Eysenhardtia","T1BD","12"
"Facelis","H1F","0.6"
"Fagopyrum","H1F","0.6"
"Fagus","T2BD","35"
"Falcaria","H2F","0.6"
"Falcataria","T2BE","30"
"Fallopia","H2FV","3"
"Fallugia","S2ME","2"
"Faramea","T1BE","14"
"Fatoua","H1F","0.6"
"Fatsia","T1BE","12"
"Faxonia","H2F","0.6"
"Feddea","H2F","0.6"
"Fendlera","S2BD","2"
"Fendlerella","S2BD","3"
"Ferdinandusa","T2F","24"
"Fernaldia","H2FV","3"
"Fernandezia","H2F","0.6"
"Ferocactus","S2U","3"
"Festuca","H2GC","0.6"
"Fevillea","L.BE","12"
"Ficaria","H2F","0.6"
"Ficus","T1BE","12"
"Filago","H1F","0.6"
"Filicium","T2BE","24"
"Filipendula","H2F","0.6"
"Fimbristylis","H2GW","0.6"
"Fingerhuthia","H2GW","0.6"
"Firmiana","T1BD","12"
"Fischeria","H2FV","3"
"Fitchia","T2BE","24"
"Flacourtia","T1BE","12"
"Flaveria","H2F","0.6"
"Fleischmannia","H2F","0.6"
"Fleischmanniopsis","H2F","0.6"
"Flemingia","S1BE","0.3"
"Fleurya","H2F","0.6"
"Flindersia","T2BE","25"
"Floerkea","H1F","0.1"
"Florestina","H1F","0.6"
"Floscopa","H2F","0.6"
"Flourensia","S1BE","0.3"
"Flueggea","T1BD","12"
"Flyriella","H2F","0.6"
"Foeniculum","H2F","0.6"
"Fontanesia","S2BD","3"
"Forchhammeria","S2BE","3"
"Forestiera","T1BE","12"
"Forsteronia","H2FV","3"
"Forsythia","S2BD","2.4"
"Fosterella","E.F","12"
"Fothergilla","S2BD","1.9"
"Fouquieria","S2BD","3"
"Fragaria","H2F","0.3"
"Francoa","H2F","0.6"
"Frangula","S2BD","5"
"Frankenia","H2F","0.6"
"Franklinia","T1BD","12"
"Frasera","H2F","0.6"
"Fraxinus","T2BD","27"
"Freesia","H2F","0.6"
"Fremontodendron","T1BES","11"
"Freycinetia","L.BE","12"
"Freziera","T2BE","24"
"Fridericia","H2F","2.1"
"Fritillaria","H2F","0.5"
"Froelichia","H1F","0.6"
"Fryxellia","H2F","0.6"
"Fuchsia","T1BE","12"
"Fuertesia","H2F","0.6"
"Fuertesiella","H2F","0.6"
"Fuertesimalva","H2F","0.6"
"Fuirena","H2GC","0.6"
"Fumaria","H1F","0.6"
"Funastrum","H2FV","3"
"Funkiella","H2F","0.6"
"Funtumia","T1BE","12"
"Furcraea","S2U","2.7"
"Fusispermum","T2F","24"
"Gadellia","H2F","0.6"
"Gaga","H.FE","0.6"
"Gagea","H2F","0.6"
"Gahnia","H2GC","0.6"
"Gaiadendron","E.i","12"
"Gaillardia","H2F","0.6"
"Galactia","H2FV","3"
"Galactodenia","E.F","12"
"Galanthus","H2F","0.6"
"Galax","S1BE","0.3"
"Galeana","H2F","0.6"
"Galeandra","E.F","12"
"Galearis","H2F","0.6"
"Galega","H2F","0.6"
"Galeoglossum","E.F","12"
"Galeopsis","H1F","0.6"
"Galeottia","E.F","12"
"Galeottiella","H2F","0.6"
"Galianthe","S2F","3"
"Galinsoga","H1F","0.6"
"Galipea","T2BE","24"
"Galium","H2F","0.6"
"Galphimia","S1BE","0.8"
"Gamanthera","T2BE","24"
"Gambelia","S1BE","0.3"
"Gamochaeta","H1F","0.6"
"Garberia","S2BE","3"
"Garcia","T2BE","24"
"Garciadelia","H2F","0.6"
"Garcinia","T1BE","12"
"Gardenia","T1BE","12"
"Garnotia","H2GW","0.6"
"Garrya","T1BE","12"
"Gasteranthus","H2F","0.6"
"Gastoniella","H.FE","0.6"
"Gastridium","H1GC","0.6"
"Gaudichaudia","H2FV","3"
"Gaudinia","H1GC","0.6"
"Gaultheria","S1BE","0.3"
"Gaussia","T1P","12"
"Gaya","H2F","0.9"
"Gaylussacia","S2BD","1.8"
"Gayophytum","H1F","0.6"
"Gazania","H2F","0.6"
"Geissanthus","T2F","24"
"Geissolepis","H2F","0.6"
"Gelsemium","L.BE","12"
"Geniostemon","H2F","0.6"
"Genipa","T2BD","20"
"Genista","S1BD","0.3"
"Genistidium","S2BD","3"
"Genlisea","H2A","0"
"Gentiana","H2F","0.6"
"Gentianella","H1F","0.6"
"Gentianopsis","H1F","0.6"
"Gentlea","T2BE","24"
"Geobalanus","S2BE","3"
"Geocaulon","H2Fi","0.6"
"Geohintonia","H2F","0.6"
"Geonoma","T2P","24"
"Geophila","H2F","0.6"
"Geraea","H2F","0.6"
"Geranium","H2F","0.6"
"Gerbera","H2F","0.6"
"Gesneria","S1BE","0.3"
"Geum","H2F","0.7"
"Gibasis","H2F","0.6"
"Gibasoides","H2F","0.6"
"Gibsoniothamnus","S2F","3"
"Gilia","H1F","0.6"
"Giliastrum","H2F","0.6"
"Gillenia","H2F","0.6"
"Gilmania","H1F","0.6"
"Ginkgo","T2BD","30"
"Ginoria","T1BE","12"
"Gisekia","H1F","0.6"
"Githopsis","H1F","0.6"
"Gladiolus","H2F","0.6"
"Glandularia","H2F","0.6"
"Glandulicactus","S1U","0.3"
"Glaucium","H2F","0.6"
"Glebionis","H1F","0.6"
"Glechoma","H2F","0.6"
"Gleditsia","T2BD","28"
"Glehnia","H2F","0.6"
"Gleichenella","H.FE","0.6"
"Gleichenia","H.FE","0.6"
"Glinus","H1F","0.6"
"Gliricidia","T1BD","15"
"Globba","H2F","0.6"
"Glockeria","H2F","0.6"
"Gloeospermum","T2BE","24"
"Glomeropitcairnia","E.F","12"
"Gloriosa","H2FV","3"
"Glossoloma","S2F","3"
"Glossopetalon","S1MD","0.3"
"Glossostigma","H2A","0"
"Glossostipula","T2F","24"
"Gloxinia","H2F","0.6"
"Glyceria","H2GC","1.1"
"Glycine","H1F","1"
"Glycosmis","T1BE","12"
"Glycyrrhiza","H2F","1"
"Glyptopleura","H1F","0.6"
"Gmelina","S2BE","3"
"Gnaphaliothamnus","H2F","0.6"
"Gnaphalium","H1F","0.6"
"Gnetum","L.BE","12"
"Godmania","S2BE","3"
"Goeppertia","H2F","0.6"
"Goethalsia","T2BD","24"
"Goetzea","T2BE","24"
"Goldmanella","H2F","0.6"
"Gomidesia","T1BE","12"
"Gomphichis","H2F","0.6"
"Gomphocarpus","H2F","0.6"
"Gomphrena","H2F","0.6"
"Gongora","E.F","12"
"Gongrostylus","H2FV","3"
"Gongylocarpus","H2F","0.6"
"Goniophlebium","H.FE","0.6"
"Goniopteris","H.FE","0.6"
"Gonocalyx","E.F","12"
"Gonocarpus","H2F","0.6"
"Gonolobus","H2FV","3"
"Gonzalagunia","T2BE","24"
"Gonzalezia","H2F","0.6"
"Goodmania","H1F","0.6"
"Goodyera","H2F","0.6"
"Gordonia","T2BE","22"
"Gossypianthus","H2F","0.6"
"Gossypium","T1BE","11"
"Gouania","L.BE","12"
"Gouinia","H2GW","0.6"
"Govenia","H2F","3.5"
"Graffenrieda","S2BE","3"
"Grammitis","E.F","12"
"Graphephorum","H2GC","0.6"
"Graptopetalum","S1U","0.3"
"Graptophyllum","S2BE","3"
"Gratiola","H1F","0.6"
"Grayia","S1ME","0.4"
"Greeneocharis","H1F","0.6"
"Greeneochloa","H2GC","0.7"
"Greenmaniella","H2F","0.6"
"Greenwoodiella","E.F","12"
"Greigia","E.F","12"
"Grevillea","T2BD","30"
"Grewia","S2BD","3"
"Grias","T2BE","24"
"Grimmeodendron","H2F","0.6"
"Grindelia","H2F","0.6"
"Grisebachianthus","H2F","0.6"
"Gronovia","T2BE","24"
"Grusonia","S1U","0.3"
"Gruvelia","H1F","0.6"
"Gruvelia","H2F","0.6"
"Guadua","H2GC","0.6"
"Guaiacum","T1BE","14"
"Guamatela","S2F","3"
"Guapira","T1BE","12"
"Guardiola","S2F","3"
"Guarea","T1BE","15"
"Guarianthe","E.F","12"
"Guatteria","T1BE","12"
"Guazuma","T1BE","15"
"Guettarda","T1BE","12"
"Guibourtia","T2BD","24"
"Guilandina","L.BE","12"
"Guilleminea","H2F","0.6"
"Guizotia","H1F","0.6"
"Gundlachia","S1BD","0.3"
"Gunnera","H2F","0.6"
"Gurania","H2FV","3"
"Gustavia","T2BE","24"
"Gutierrezia","S1BD","0.3"
"Guzmania","E.F","12"
"Gyminda","T1BE","14"
"Gymnadenia","H2F","0.6"
"Gymnanthes","T1BE","13"
"Gymnocarpium","H.FE","0.6"
"Gymnocladus","T2BD","30"
"Gymnocoronis","H2F","0.6"
"Gymnogramma","H.FE","0.6"
"Gymnolaena","S2F","3"
"Gymnopodium","T2BE","24"
"Gymnopogon","H2GW","0.6"
"Gymnosiphon","H2Fi","0.6"
"Gymnosperma","S1BE","0.3"
"Gymnosteris","H1F","0.6"
"Gynandropsis","H1F","0.6"
"Gynerium","H2GC","6"
"Gynura","H2FV","3"
"Gypsacanthus","S2F","3"
"Gypsophila","H1F","0.6"
"Gyrandra","H2F","0.6"
"Gyrocarpus","T2BE","24"
"Gyrotaenia","T2F","24"
"Habenaria","H2F","0.6"
"Habroneuron","H2F","0.6"
"Hackelia","H2F","0.6"
"Hackelochloa","H1GW","0.6"
"Hackelochloa","H2GW","0.6"
"Haematoxylum","T1BD","12"
"Haenianthus","T1BE","12"
"Hagenbachia","H2F","0.6"
"Hagsatera","H2F","0.6"
"Hainardia","H1GC","0.6"
"Halenia","H1F","0.6"
"Halerpestes","H2F","0.6"
"Halesia","T2BD","30"
"Halimium","S2BE","3"
"Halimodendron","S2BE","3"
"Halimolobos","H1F","0.6"
"Halodule","H2A","0"
"Halogeton","H1F","0.6"
"Halophila","H2A","0"
"Haloragis","S1BE","0.3"
"Hamamelis","T1BD","10"
"Hamatocactus","S1U","0.3"
"Hamelia","S2BE","3"
"Hammarbya","H2F","0.6"
"Hampea","T2BE","24"
"Hanburia","H2FV","3"
"Handroanthus","T1BD","12"
"Hapalorchis","H2F","0.6"
"Haplocarpha","H2F","0.6"
"Haploesthes","S1BE","0.3"
"Haplophyton","S1BE","0.3"
"Haplopteris","E.F","12"
"Haplostachys","H2F","0.6"
"Haptanthus","H2F","0.6"
"Harbouria","H2F","0.6"
"Harfordia","S2F","3"
"Harleya","S2BE","3"
"Harmonia","H1F","0.6"
"Harnackia","H2F","0.6"
"Harpagonella","H1F","0.6"
"Harpalyce","S2F","3"
"Harperella","H1F","0.6"
"Harperocallis","H2F","0.6"
"Harpullia","T2BE","24"
"Harrimanella","S1BE","0.3"
"Harrisia","L.U","12"
"Hartmaniella","H2F","0.6"
"Hartwrightia","H2F","0.6"
"Hasseltia","T2BE","24"
"Hasseltiopsis","H2F","0.6"
"Hasteola","H2F","0.6"
"Hastingsia","H2F","0.6"
"Hauya","T2F","24"
"Havardia","T1BE","14"
"Haydenoxylon","T2BE","24"
"Hazardia","S1BE","0.3"
"Hebanthe","H2F","0.6"
"Hebe","S2BE","3"
"Hebecarpa","H2F","0.6"
"Hebeclinium","H2F","0.6"
"Hebestigma","T2BD","24"
"Hecastocleis","S1ME","0.3"
"Hechtia","S1P","0.3"
"Hecistopteris","E.F","12"
"Hedeoma","H2F","0.6"
"Hedera","L.BE","3.5"
"Hedosyne","H1F","0.6"
"Hedychium","H2F","0.6"
"Hedyosmum","S1BE","0.3"
"Hedyotis","H1F","0.6"
"Hedypnois","H1F","0.6"
"Hedysarum","H2F","0.6"
"Heimia","S2BD","3"
"Heisteria","T2Bi","24"
"Helanthium","H2F","0.6"
"Helenium","H2F","0.9"
"Helia","H2F","0.6"
"Helianthella","H2F","0.6"
"Helianthemum","H1F","0.6"
"Helianthus","H2F","1"
"Helichrysum","H1F","0.6"
"Heliconia","H2F","0.6"
"Helicostylis","T2BE","24"
"Helicotropis","H2F","0.6"
"Helicteres","T1BE","12"
"Helictochloa","H2GC","0.6"
"Helictotrichon","H2GC","0.6"
"Helietta","T1BE","12"
"Heliocarpus","T2BE","24"
"Heliocereus","E.F","12"
"Heliomeris","H1F","0.6"
"Heliopsis","H2F","0.6"
"Heliotropium","H2F","0.5"
"Helleborus","H2F","0.6"
"Helleriella","E.F","12"
"Helminthotheca","H1F","0.6"
"Helodeaster","H2F","0.6"
"Helonias","H2F","0.6"
"Helosciadium","H2F","0.6"
"Helosis","H2F","0.6"
"Hemarthria","H2GW","0.4"
"Hemerocallis","H2F","0.6"
"Hemichaena","S2F","3"
"Hemidictyum","H.FE","0.6"
"Hemieva","H2F","0.6"
"Hemigraphis","H2F","0.6"
"Hemionitis","H.FE","0.6"
"Hemiphylacus","H2F","0.6"
"Hemiscola","H1F","0.6"
"Hemistylus","H2F","0.6"
"Hemitelia","T2F","24"
"Hemithrinax","T2P","24"
"Hemitomes","H2Fi","0.6"
"Hemizonella","H1F","0.6"
"Hemizonia","H1F","0.6"
"Henleophytum","H2F","0.6"
"Henoonia","H2F","0.6"
"Henricksonia","H2F","0.6"
"Henriettea","T1BE","12"
"Henrya","H2F","0.6"
"Hepatica","H2F","0.6"
"Heptanthus","H2F","0.6"
"Heracleum","H2F","1.8"
"Herbertia","H2F","0.6"
"Herissantia","H2F","0.6"
"Heritiera","T2BE","24"
"Hermannia","H2F","0.6"
"Hermbstaedtia","H2F","0.6"
"Hernandia","T2BE","22"
"Herniaria","H2F","0.6"
"Herodotia","H2F","0.6"
"Herpetacanthus","H2F","0.6"
"Herpyza","H2F","0.6"
"Herrania","T2BE","24"
"Herreranthus","H2F","0.6"
"Herrickia","H2F","0.6"
"Hesperaloe","S1P","0.3"
"Hesperelaea","T2F","24"
"Hesperevax","H1F","0.6"
"Hesperidanthus","H2F","0.6"
"Hesperis","H2F","1.5"
"Hesperocallis","H2F","0.6"
"Hesperochiron","H2F","0.6"
"Hesperocnide","H1F","0.6"
"Hesperolinon","H1F","0.6"
"Hesperomannia","T1BE","12"
"Hesperomecon","H1F","0.6"
"Hesperomeles","S2BD","3"
"Hesperostipa","H2GC","0.8"
"Hesperothamnus","H2F","0.6"
"Hesperoyucca","S1P","0.5"
"Heteranthemis","H1F","0.6"
"Heteranthera","H2A","0.1"
"Heterocentron","S1BE","0.3"
"Heterocodon","H1F","0.6"
"Heterocondylus","H2F","0.6"
"Heteroflorum","H2F","0.6"
"Heteromeles","T1BES","10"
"Heteropogon","H2GW","0.2"
"Heteropsis","E.F","12"
"Heteropterys","T1BE","12"
"Heterosavia","S2BE","5"
"Heterosperma","H1F","0.6"
"Heterostachys","S2U","3"
"Heterotaxis","E.F","12"
"Heterotheca","H2F","0.8"
"Heterotis","H2F","0.6"
"Heterotoma","H2F","0.6"
"Heuchera","H2F","0.6"
"Hexalectris","H2Fi","0.6"
"Hexasepalum","H2F","0.9"
"Hexastylis","H2F","0.6"
"Hibiscadelphus","T1BE","12"
"Hibiscus","S1BE","0.3"
"Hidalgoa","H2F","0.6"
"Hieracium","H2F","0.6"
"Hieronyma","T2BE","24"
"Hilaria","H2GW","0.5"
"Hildaea","H2F","0.6"
"Hildegardia","T2BE","24"
"Hillebrandia","H2F","0.6"
"Hillia","S2BE","3"
"Himatanthus","T2BE","24"
"Hintonella","H2F","0.6"
"Hintonia","S2BD","3"
"Hippeastrum","H2F","0.6"
"Hippobroma","H2F","0.6"
"Hippocratea","L.BE","12"
"Hippocrepis","H2F","0.6"
"Hippomane","T1BE","15"
"Hippophae","T1BD","6"
"Hippotis","T2F","24"
"Hippuris","H2A","0.6"
"Hiptage","T1BE","12"
"Hiraea","L.BE","12"
"Hirschfeldia","H2F","0.6"
"Hirtella","T2BE","24"
"Hispaniolanthus","H2F","0.6"
"Histiopteris","H.FE","0.6"
"Hochreutinera","H2F","0.6"
"Hoffmannia","E.F","12"
"Hoffmannseggia","H2F","0.6"
"Hofmeisteria","H2F","0.6"
"Hohenbergia","E.F","12"
"Hohenbergiopsis","E.F","12"
"Hoheria","T2BE","24"
"Hoita","H2F","0.6"
"Holacantha","S1BE","0.3"
"Holcus","H2GC","1"
"Hollisteria","H1F","0.6"
"Holmgrenanthe","H2F","0.6"
"Holmskioldia","L.BE","12"
"Holocarpha","H1F","0.6"
"Holodiscus","S2BD","3"
"Holographis","S2F","3"
"Holosteum","H1F","0.6"
"Holozonia","H2F","0.6"
"Homalanthus","T1BE","12"
"Homalium","T2BE","25"
"Homalopetalum","E.F","12"
"Homalosorus","H.FE","0.6"
"Homolepis","H2GC","0.6"
"Honckenya","H2F","0.6"
"Hondurodendron","H2F","0.6"
"Hooveria","H2F","0.6"
"Hopia","H2GW","0.6"
"Hordeum","H1GC","0.7"
"Horichia","H2F","0.6"
"Horkelia","H2F","0.6"
"Horkeliella","H2F","0.6"
"Hornungia","H1F","0.6"
"Horovitzia","T2P","24"
"Horsfordia","S1BE","0.3"
"Hortia","T2BE","24"
"Hosackia","H1F","0.6"
"Hosta","H2F","0.6"
"Hottea","T2BE","24"
"Hottonia","H1A","0"
"Houstonia","H2F","0.6"
"Houttuynia","H2F","0.6"
"Hovenia","T1BD","12"
"Hoverdenia","S2F","3"
"Howellanthus","H1F","0.6"
"Howellanthus","H2F","0.6"
"Howellia","H1A","0"
"Howelliella","H1F","0.6"
"Hoya","L.BE","12"
"Hudsonia","S1ME","0.3"
"Huertea","T2BE","24"
"Hulsea","H2F","0.6"
"Hulteniella","H2F","0.6"
"Humiriastrum","T2BE","24"
"Humulus","H2FV","3"
"Hunnemannia","H2F","0.6"
"Huntleya","E.F","12"
"Hunzikeria","H2F","0.6"
"Huperzia","H.FE","0.6"
"Hura","T2BD","31"
"Hyacinthoides","H2F","0.6"
"Hyacinthus","H2F","0.6"
"Hybanthus","H1F","0.6"
"Hybridella","H2F","0.6"
"Hydrangea","S2BD","2.7"
"Hydrastis","H2F","0.6"
"Hydrilla","H2A","0"
"Hydrocharis","H2A","0"
"Hydrocleys","H2F","0.6"
"Hydrocotyle","H2A","0.1"
"Hydrolea","H2F","0.6"
"Hydropectis","H2F","0.6"
"Hydrophyllum","H2F","0.5"
"Hyeronima","T2BE","25"
"Hygrophila","H2F","0.6"
"Hylaeanthe","H2F","0.6"
"Hylenaea","L.BE","12"
"Hylenaea","T2BE","25"
"Hylocereus","T1U","12"
"Hylodesmum","H2F","0.6"
"Hylotelephium","H2FS","0.6"
"Hymenachne","H2GC","0.6"
"Hymenaea","T2BE","20"
"Hymenandra","T2BE","24"
"Hymenasplenium","H.FE","0.6"
"Hymenocallis","H2F","0.6"
"Hymenolobium","T2BD","24"
"Hymenopappus","H2F","0.6"
"Hymenophyllum","E.F","12"
"Hymenostephium","H2F","0.6"
"Hymenothrix","H1F","0.6"
"Hymenoxys","H2F","0.6"
"Hyoscyamus","H1F","0.6"
"Hyospathe","T2P","24"
"Hyparrhenia","H2GW","0.6"
"Hypecoum","H1F","0.6"
"Hypelate","T1BE","15"
"Hypenia","H2F","0.6"
"Hyperbaena","T1BE","12"
"Hypericum","H2F","0.6"
"Hypertelis","H2F","0.6"
"Hypochaeris","H2F","0.6"
"Hypoderris","H.FE","0.6"
"Hypoestes","H2F","0.6"
"Hypolepis","H.FE","0.6"
"Hypolytrum","H2GC","0.6"
"Hypopitys","H2Fi","0.6"
"Hypoxis","H2F","0.5"
"Hyptis","H2F","0.6"
"Hyssopus","H2F","0.6"
"Iberis","H1F","0.6"
"Ibervillea","H2FV","3"
"Ibicella","H1F","0.6"
"Ichnanthus","H2GC","0.6"
"Ichthyothere","S2F","3"
"Ida","E.F","12"
"Idahoa","H1F","0.6"
"Ignurbia","H2F","0.6"
"Ilex","T1BE","11"
"Iliamna","H2F","1.3"
"Illecebrum","H1F","0.6"
"Illicium","T1BE","12"
"Iltisia","S2F","3"
"Impatiens","H1F","1.4"
"Imperata","H2GW","0.6"
"Indigofera","H2F","1.4"
"Inga","T2BE","22"
"Inula","H2F","0.6"
"Iodanthus","H2F","0.6"
"Iogeton","H2F","0.6"
"Ionactis","H2F","0.6"
"Ionopsidium","H1F","0.6"
"Ionopsis","E.F","12"
"Iostephane","H2F","0.6"
"Ipheion","H2F","0.6"
"Ipomoea","H2FV","2.9"
"Ipomopsis","H2F","0.6"
"Iresine","H2F","1.5"
"Iriartea","T2P","24"
"Iris","H2F","0.6"
"Isachne","H2GC","0.6"
"Isatis","H2F","0.6"
"Ischaemum","H2GW","0.6"
"Ischnosiphon","H2F","0.6"
"Isertia","T2F","24"
"Isidorea","H2F","0.6"
"Ismelia","H1F","0.6"
"Isocarpha","H1F","0.6"
"Isochilus","E.F","12"
"Isocoma","S1BE","0.3"
"Isodendrion","S2BE","3"
"Isoetes","H2GC","0.6"
"Isolepis","H1GC","0.6"
"Isotoma","H2F","0.6"
"Isotrema","L.BD","12"
"Isotria","H2F","0.6"
"Itea","S2BD","3"
"Itzaea","H2FV","3"
"Iva","S1BD","0.4"
"Ivesia","H2F","0.6"
"Ixchelia","H2F","0.6"
"Ixeris","H2F","0.6"
"Ixia","H2F","0.6"
"Ixophorus","H1GW","0.6"
"Ixora","T1BE","11"
"Jaborosa","H2F","0.6"
"Jacaranda","T1BD","15"
"Jacaratia","T2BE","24"
"Jacmaia","H2F","0.6"
"Jacobaea","H2F","0.6"
"Jacobinia","H2F","0.6"
"Jacquemontia","H2FV","3"
"Jacquinia","S2BE","3"
"Jacquiniella","E.F","12"
"Jaegeria","H1F","0.6"
"Jaimehintonia","H2F","0.6"
"Jaliscoa","H2F","0.6"
"Jaltomata","H2F","0.6"
"Jamesia","S2BD","2.1"
"Jamesianthus","H2F","0.6"
"Jamesonia","H.FE","0.6"
"Janusia","H2F","0.6"
"Jarava","H2GC","0.6"
"Jarilla","T2P","24"
"Jasione","H2F","0.6"
"Jasminum","L.BE","12"
"Jatropha","T1BE","12"
"Jaumea","H2F","0.6"
"Jefea","S1BE","0.3"
"Jeffersonia","H2F","0.6"
"Jensia","H1F","0.6"
"Jepsonia","H2F","0.6"
"Jessea","S2F","3"
"Jobinia","H2FV","3"
"Johanneshowellia","H1F","0.6"
"Johnstonella","H2F","0.6"
"Joinvillea","H2GC","0.6"
"Joosia","T2F","24"
"Jouvea","H2GW","0.6"
"Jovibarba","H2FS","0.6"
"Juanulloa","L.BE","12"
