"Scientific.Name","preGH","Stem","Size","Leaf","GH","genus","ht.max"
"Verbena montevidensis","H2F","H","2","F","H2F","Verbena",0.6
"Verbena neomexicana","H2F","H","2","F","H2F","Verbena",0.6
"Verbena officinalis","H1F","H","1","F","H1F","Verbena",0.6
"Verbena perennis","H2F","H","2","F","H2F","Verbena",0.6
"Verbena pinetorum","H2F","H","2","F","H2F","Verbena",0.6
"Verbena plicata","H2F","H","2","F","H2F","Verbena",0.6
"Verbena rigida","H2F","H","2","F","H2F","Verbena",0.6
"Verbena runyonii","H1F","H","1","F","H1F","Verbena",0.6
"Verbena scabra","H2F","H","2","F","H2F","Verbena",0.6
"Verbena simplex","H2F","H","2","F","H2F","Verbena",0.6
"Verbena stricta","H2F","H","2","F","H2F","Verbena",0.6
"Verbena supina","H1F","H","1","F","H1F","Verbena",0.6
"Verbena urticifolia","H2F","H","2","F","H2F","Verbena",0.6
"Verbena X allenii","","H","2","F","H2F","Verbena",0.6
"Verbena X bingenensis","","H","2","F","H2F","Verbena",0.6
"Verbena X blanchardii","","H","2","F","H2F","Verbena",0.6
"Verbena X clemensiorum","","H","2","F","H2F","Verbena",0.6
"Verbena X crookshanksii","","H","2","F","H2F","Verbena",0.6
"Verbena X deamii","","H","2","F","H2F","Verbena",0.6
"Verbena X engelmannii","","H","2","F","H2F","Verbena",0.6
"Verbena X goodmanii","","H","2","F","H2F","Verbena",0.6
"Verbena X illicita","","H","2","F","H2F","Verbena",0.6
"Verbena X moechina","","H","2","F","H2F","Verbena",0.6
"Verbena X perriana","","H","2","F","H2F","Verbena",0.6
"Verbena X rydbergii","","H","2","F","H2F","Verbena",0.6
"Verbena X stuprosa","","H","2","F","H2F","Verbena",0.6
"Verbena xutha","H1F","H","1","F","H1F","Verbena",0.6
"Verbena xylopoda","H2F","H","2","F","H2F","Verbena",0.6
"Verbesina alata","H2F","H","2","F","H2F","Verbesina",0.6
"Verbesina alternifolia","H2F","H","2","F","H2F","Verbesina",0.6
"Verbesina aristata","H2F","H","2","F","H2F","Verbesina",0.6
"Verbesina chapmanii","H2F","H","2","F","H2F","Verbesina",0.6
"Verbesina dissita","S1BE","S","1","BE","S1BE","Verbesina",0.3
"Verbesina encelioides","H1F","H","1","F","H1F","Verbesina",0.6
"Verbesina helianthoides","H2F","H","2","F","H2F","Verbesina",0.6
"Verbesina heterophylla","H2F","H","2","F","H2F","Verbesina",0.6
"Verbesina lindheimeri","H2F","H","2","F","H2F","Verbesina",0.6
"Verbesina longifolia","H2F","H","2","F","H2F","Verbesina",0.6
"Verbesina microptera","H2F","H","2","F","H2F","Verbesina",0.6
"Verbesina microptera","H2F","H","2","F","H2F","Verbesina",3
"Verbesina nana","H2F","H","2","F","H2F","Verbesina",0.6
"Verbesina occidentalis","H2F","H","2","F","H2F","Verbesina",0.6
"Verbesina oreophila","H2F","H","2","F","H2F","Verbesina",0.6
"Verbesina rothrockii","H2F","H","2","F","H2F","Verbesina",0.6
"Verbesina virginica","H2F","H","2","F","H2F","Verbesina",0.6
"Verbesina walteri","H2F","H","2","F","H2F","Verbesina",0.6
"Vernicia fordii","T.BE","T","2","BE","T2BE","Vernicia",24
"Vernicia montana","T.BE","T","2","BE","T2BE","Vernicia",24
"Vernonia acaulis","H2F","H","2","F","H2F","Vernonia",0.7
"Vernonia angustifolia","H2F","H","2","F","H2F","Vernonia",0.7
"Vernonia arkansana","H2F","H","2","F","H2F","Vernonia",0.7
"Vernonia baldwinii","H2F","H","2","F","H2F","Vernonia",0.7
"Vernonia blodgettii","H2F","H","2","F","H2F","Vernonia",0.7
"Vernonia fasciculata","H2F","H","2","F","H2F","Vernonia",0.7
"Vernonia flaccidifolia","H2F","H","2","F","H2F","Vernonia",0.7
"Vernonia gigantea","H2F","H","2","F","H2F","Vernonia",0.7
"Vernonia glauca","H2F","H","2","F","H2F","Vernonia",0.7
"Vernonia larsenii","H2F","H","2","F","H2F","Vernonia",0.7
"Vernonia larsenii","H2F","H","2","F","H2F","Vernonia",3
"Vernonia lettermannii","H2F","H","2","F","H2F","Vernonia",0.7
"Vernonia lindheimeri","H2F","H","2","F","H2F","Vernonia",0.7
"Vernonia marginata","H2F","H","2","F","H2F","Vernonia",0.7
"Vernonia missurica","H2F","H","2","F","H2F","Vernonia",2
"Vernonia noveboracensis","H2F","H","2","F","H2F","Vernonia",2
"Lepidaploa proctorii","S2BE","S","2","BE","S2BE","Lepidaploa",3
"Vernonia pulchella","H2F","H","2","F","H2F","Vernonia",0.7
"Vernonia texana","H2F","H","2","F","H2F","Vernonia",0.7
"Vernonia X concinna","","S","2","BE","S2BE","Vernonia",3
"Vernonia X dissimilis","","S","2","BE","S2BE","Vernonia",3
"Vernonia X georgiana","","S","2","BE","S2BE","Vernonia",3
"Vernonia X guadalupensis","","S","2","BE","S2BE","Vernonia",3
"Vernonia X illinoensis","","S","2","BE","S2BE","Vernonia",3
"Vernonia X peralta","","S","2","BE","S2BE","Vernonia",3
"Vernonia X vulturina","","S","2","BE","S2BE","Vernonia",3
"Veronica agrestis","H1F","H","1","F","H1F","Veronica",0.6
"Veronica alpina","H2F","H","2","F","H2F","Veronica",0.5
"Veronica americana","H2F","H","2","F","H2F","Veronica",0.2
"Veronica anagallis-aquatica","H2F","H","2","F","H2F","Veronica",0.5
"Veronica arvensis","H1F","H","1","F","H1F","Veronica",0.6
"Veronica austriaca","H2F","H","2","F","H2F","Veronica",0.5
"Veronica bachofenii","H2F","H","2","F","H2F","Veronica",0.5
"Veronica beccabunga","H2F","H","2","F","H2F","Veronica",0.5
"Veronica biloba","H1F","H","2","F","H2F","Veronica",0.5
"Veronica chamaedrys","H2F","H","2","F","H2F","Veronica",0.5
"Veronica copelandii","H2F","H","2","F","H2F","Veronica",0.5
"Veronica cusickii","H2F","H","2","F","H2F","Veronica",0.5
"Veronica cymbalaria","H1F","H","1","F","H1F","Veronica",0.6
"Veronica dillenii","H1F","H","2","F","H2F","Veronica",0.5
"Veronica filiformis","H2F","H","2","F","H2F","Veronica",0.5
"Veronica fruticans","H2F","H","2","F","H2F","Veronica",0.5
"Veronica grandiflora","H2F","H","2","F","H2F","Veronica",0.5
"Veronica hederifolia","H1F","H","1","F","H1F","Veronica",0.6
"Veronica incana","H2F","H","2","F","H2F","Veronica",0.5
